#____________________________________________________________
#
#                   RCTelescopeTiming                 
#      Roque Cherenkov Telescope Timing Analysis Package    
#               Selecting Events for Plots 		   
#            Author: Max Ahnen, IPP ETH Zurich            
#____________________________________________________________
#Gamma-Ray like 3-Telescope-Events
#
#NIGHT,RUNID,EventNum,E/GeV
20141218,97,18826,632.031
20141218,98,836,1452.61
20141218,98,1931,887.97
20141218,98,4199,872.645
20141218,98,5056,796.45
20141218,98,6865,588.591
20141218,99,2358,3428.32
20141218,99,2820,910.509
20141218,99,4601,1232.14
20141218,99,13683,2233.77
20141218,99,14223,2719.62
20141218,102,8254,2908.92
20141218,102,10144,413.932
20141218,102,11135,1066.6
20141218,102,15164,1240.14
20141218,103,3396,1221.43
20141218,103,6606,993.597
20141219,77,745,1187.71
20141219,77,4099,1294.86
20141219,77,10675,3705.3
20141219,77,16097,1838.26
20141219,77,16250,719.298
20141219,77,23380,1338.25
20141219,78,12164,662.484
20141219,78,18550,724.306
20141219,79,458,1646.46
20141219,79,5336,3441.45
20141219,79,7662,915.8
20141219,79,7946,879.445
20141219,79,8311,1314.35
20141219,79,9272,1247.59
20141219,79,18025,2126.19
20141219,79,18221,1915.87
20141219,82,1636,1639.77
20141219,82,9347,939.459
20141219,82,22459,1839.22
20141219,83,1121,1737.82
20141219,83,11309,4000.37
20141219,83,15962,1034.09
20141219,83,15978,11138.9
20141219,83,17086,2584.29
20141219,83,19801,924.843
20141219,83,19980,851.167
20141219,83,20179,1347.69
20141219,83,20270,1909.32
20141219,84,5478,600.489
20141219,84,19786,864.816
20141219,84,21905,881.417
20141219,84,23331,794.095
20141219,85,1410,2986.07
20141219,85,7051,2853.33
20141219,85,11576,1370.09
20141219,95,166,2111
20141219,95,558,998.712
20141219,95,10957,888.365
20141219,95,13054,1454.31
20141219,95,18242,441.765
20141219,96,2133,1704.75
20141219,96,7411,4055.93
20141219,96,9831,647.296
20141219,96,20280,1837.01
20141219,96,20480,1312.59
20141219,96,21849,1471.46
20141219,97,1039,4543.19
20141219,97,11755,1159.62
20141219,97,15976,437.967
20141219,97,20425,3975.53
20141219,97,25496,1177.37
20141219,98,4416,887.04
20141219,98,4917,1468.02
20141219,98,9068,1198.55
20141219,98,14746,9302.72
20141219,98,18265,1190.55
20141219,98,18791,1073.93
20141219,98,21072,578.817
20141219,98,23979,1286.76
20141220,76,16554,712.767
20141220,77,1838,718.883
20141220,77,2993,1864.66
20141220,77,6932,718.178
20141220,77,9343,5704.86
20141220,77,9608,1849.24
20141220,77,17493,1332.33
20141220,80,148,932.835
20141220,80,1692,1978.09
20141220,80,8772,717.727
20141220,80,13910,1598.59
20141220,80,15655,1579.68
20141220,81,1194,1159.88
20141220,81,3083,718.256
20141220,81,3369,1578.3
20141220,81,11120,1594.84
20141220,81,11599,842.693
20141220,82,5923,728.712
20141220,82,13972,568.025
20141220,82,14962,1917.13
20141220,82,18152,883.356
20141220,82,19180,2599.55
20141220,83,1166,655.18
20141220,83,2429,2075.45
20141220,83,4199,1288.37
20141220,83,8569,1201.11
20141220,83,10933,1536.34
20141220,83,13300,801.281
20141220,83,21683,1918.32
20141220,93,409,4955.91
20141220,93,2074,1409.41
20141220,93,4865,621.289
20141220,93,5856,1094.91
20141220,93,11272,5538.23
20141220,93,13410,403.283
20141220,93,15163,1018.58
20141220,93,15428,878.388
20141220,93,15743,4438.03
20141220,93,20633,803.102
20141220,93,21425,3100.33
20141220,93,22633,1123.72
20141220,94,8192,565.792
20141220,94,22221,464.719
20141220,95,727,460.13
20141220,95,16496,798.795
20141220,95,21801,852.347
20141220,95,22095,722.851
20141220,96,1558,1219.49
20141220,96,2767,1575.2
20141220,96,3547,325.131
20141220,96,14518,628.551
20141220,96,14786,497.655
20141220,96,15331,684.946
20141220,96,17445,2024.31
